text,intent,id
how busy does outback get around 7pm,how_busy,train-624
what is the prep time for a 10 lb turkey,cook_time,train-625
"in chile, what kind of plugs are used",plug_type,train-626
give me the date today,date,train-627
please provide the name of the insurance plan that i'm enrolled in,insurance,train-628
"could you tell me the meaning of life, please",meaning_of_life,train-629
when is my next oil change,oil_change_when,train-630
can you talk to me in chinese,change_language,train-631
what is the definition of incomprehensible,definition,train-632
i need a clear calendar for april 15,calendar_update,train-633
you should talk faster,change_speed,train-634
what's my total net worth in all of my bank accounts,balance,train-635
tell me my designation,user_name,train-636
check me out on the map,current_location,train-637
what things do you like to do,what_are_your_hobbies,train-638
do i have a reminder for our neighbor's anniversary,reminder,train-639
text christopher and tell him i will stop by,text,train-640
appreciate the help,thank_you,train-641
when will my credit card app be approved,application_status,train-642
this credit card's apr is what,apr,train-643
can i complete an application for a new credit card,new_card,train-644
i want you to call me this new name,change_user_name,train-645
i would love to redeem some smart speakers with my credit card points,redeem_rewards,train-646
i want to schedule a tire check up somewhere,schedule_maintenance,train-647
what food items do you put in english breakfast,ingredients_list,train-648
the song on speaker is what like,what_song,train-649
how much vacation time have i accrued,pto_balance,train-650
for march 1 to 2 make a pto request for me,pto_request,train-651
my card is damaged and no longer function,damaged_card,train-652
what is the minimum amount of money required as payment for the bill,min_payment,train-653
when shall i get my tires changed,tire_change,train-654
what will my state taxes cost,taxes,train-655
play some music,play_music,train-656
i'm vacationing in israel will i need a visa,international_visa,train-657
what spanish word means hello,translate,train-658
how can i cash in rewards on my chase card,redeem_rewards,train-659
when did i have my car looked at,last_maintenance,train-660
i would like to use my credit card points,redeem_rewards,train-661
what are the ways i can transfer my 401k,rollover_401k,train-662
"if i'm planning to go to the uk, do i need a visa",international_visa,train-663
i would like to call you andre 3000,change_ai_name,train-664
what sorts of things do you do to have a good time,what_are_your_hobbies,train-665
can you check that i have a reservation on february 28th for 3 in the afternoon,confirm_reservation,train-666
tell me all about the creatures you own,do_you_have_pets,train-667
suggest something for me to make myself for dinner,meal_suggestion,train-668
increase the volume level to 4 now,change_volume,train-669
can you look into whether my card has good apr or not,apr,train-670
what is the traffic nearest lexington,traffic,train-671
how long does it take until i reach the sky harbor airport,distance,train-672
how much luggage can i carry with me on flight dl2200 to denver,carry_on,train-673
what's a big bowl of ice cream contain in calories,calories,train-674
"who can look at my car, the engine light is on",schedule_maintenance,train-675
how long to replace a credit card,replacement_card_duration,train-676
are you alive,are_you_a_bot,train-677
that answer's above my pay scale,maybe,train-678
i need a flight booked from dallas to miami on american airlines,book_flight,train-679
that's not right it's false,no,train-680
"go ahead and erase cashews from my list, and add walnuts to it, please",shopping_list_update,train-681
what amount of money do i earn at work,income,train-682
whats the pressure like in my tires,tire_pressure,train-683
so it turns out i can't remember what my pin is for my bank of america checking account,pin_change,train-684
i believe what you just said is true,yes,train-685
is it acceptable to swap rice for quinoa,ingredient_substitution,train-686
order more checks for my first bank checking account,order_checks,train-687
please include feeding the fish on my to do list,todo_list_update,train-688
are you real or an ai,are_you_a_bot,train-689
let me know my ally interest rate,interest_rate,train-690
"make a reminder, pay taxes on monday",reminder_update,train-691
please remove your connection to my phone,sync_device,train-692
when is today's meeting with john,meeting_schedule,train-693
before i pay my walmart credit card did i make any purchases using it recently,transactions,train-694
can my car get to reno with the gas currently in my tank,gas,train-695
it was great to have this conversation with you,goodbye,train-696
what are people saying about chipotle,restaurant_reviews,train-697
how do i order checks once i run out,order_checks,train-698
how do i make pie crust,recipe,train-699
the bank needs to know that i am traveling soon,travel_notification,train-700
i managed to get a new job but i need help with my 401k rollover,rollover_401k,train-701
put cleaning on my to do list,todo_list_update,train-702
tell what is showing on my calendar for the 17th of march,calendar,train-703
tell me a few facts about cats,fun_fact,train-704
nuke all items on my todo list,todo_list_update,train-705
what kind of fuel does my vehicle run on,gas_type,train-706
what was the total i spent at home depot last month,spending_history,train-707
what is the routing number for royal,routing,train-708
where can i find out why my card was recently declined at amazoncom,card_declined,train-709
what time is it right now in paris,time,train-710
get rid of my 2 pm reservation at ruth's steakhouse,cancel_reservation,train-711
send my gps location to manuel,share_location,train-712
what's the annual rate on my discover card,apr,train-713
what points were earned on my mastercard,rewards_balance,train-714
"what is tomorrow's date, please",date,train-715
what is the protocol for requesting a vacation,pto_request,train-716
