text,id
how many days off have i taken until right now,test-836
what's the interest rate on my savings account,test-837
can someone take a look at my car because the check engine light is on,test-838
"is milk in my shopping list if not, add it",test-839
does using my card in portland charge me extra,test-840
how would i say where is the bathroom if i were korean,test-841
i need $360 transfered from savings to checking account,test-842
"ai, please flip a simulated coin",test-843
what's the number of vacation days i have left,test-844
i'd like to confirm the josh reservation at moe's,test-845
find out when my next upcoming payday will be,test-846
it was nice to chat,test-847
thai food suggestions,test-848
what is the expiration date on my chase card,test-849
"pull up my electric bill, i want to pay it",test-850
i need you to tell me the meaning of life,test-851
give me my location,test-852
will i get charged for using my credit card in portland,test-853
can you tell me why my card got declined,test-854
revert from whisper mode,test-855
book me an uber for a party of 5 to the salvage yard off maple,test-856
"hello there, good morning",test-857
give me my credit score please,test-858
take grocery shopping off my todo list,test-859
what is 1243 times 45,test-860
what day are we in,test-861
can you find my phone,test-862
where should i go to find the routing number for well's fargo,test-863
what are people saying about chick-fil-a's chicken nuggets,test-864
it was a pleasure talking to you,test-865
can you please read me the routing number to pnc,test-866
search steps for how to report a card lost,test-867
how is my credit score numberwise,test-868
display my location on the map,test-869
i need to request a vacation,test-870
hows the city mpg of this car,test-871
tell me what you can do for me,test-872
tell me how to apply for a new credit card,test-873
i'm going to need a coupe car in sedona from 5/1 until 5/4,test-874
what time is my meeting with design team scheduled for,test-875
do americans need visas in canada,test-876
i gotta know the the carry-on restrictions for american airlines,test-877
give me some tips on building up my credit score,test-878
who do i contact about updating my insurance,test-879
i am currently located in what town,test-880
please tell me how to spell the word coup,test-881
how do you make pasta,test-882
not right now,test-883
where is the nearest arco gas station to macdonalds,test-884
tell me the nutrition facts for shepherd's pie,test-885
what is my income this year,test-886
how many more miles can i drive on my current tank,test-887
i must know how many points have i earned with my credit card,test-888
what is the carry-on policy for flights on transaero,test-889
how can i get get a copy of my w2 for tax purposes,test-890
what is the amount of my state taxes,test-891
what is chase bank's routing number,test-892
good bye then,test-893
"computer, place a call to alexa",test-894
i'd like to start calling you friend,test-895
your factory settings need to be reset,test-896
what date will it be tomorrow,test-897
is this where i apply for a new credit card,test-898
could steak be used instead of chicken,test-899
are ned's reviews good,test-900
was my car in the shop this past week,test-901
how much is $30 usd in canadian dollar,test-902
how do i set up my direct deposit,test-903
what are good thai dishes,test-904
i made a transaction recently,test-905
how do i ask for a limit increase on my discover card,test-906
would vaccinations be needed if i go here,test-907
set a 3 minute timer,test-908
what could cause a hold on my savings account,test-909
tell me my visa limit,test-910
text jeff and tell him to pay the bill,test-911
is my meeting with frank on my list of reminders,test-912
be more quiet,test-913
would you know where to find my phone,test-914
i am going to need help paying my rent bill,test-915
set an alarm for 11 tomorrow,test-916
is it possible to set a timer,test-917
can you reserve a meeting space for 4:00 on thursday,test-918
what interest rate am i getting from wells fargo,test-919
what is the best way to remove this appointment,test-920
can you tell me how to change my oil and what kind i use,test-921
